"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596273333263742,117956,882044,9,14.53
"2","Alaska",0.527679590488099,347463,652537,3,9
"3","Arizona",0.468137022299394,656539,343461,11,4.2
"4","Arkansas",0.694280149379114,5918,994082,6,15.58
"5","California",0.366314104752579,964313,35687,55,-12.96
"6","Colorado",0.4421732170495,853561,146439,9,-1.26
"7","Connecticut",0.414799817252617,896685,103315,7,-6.95
"8","Delaware",0.443185503436132,785797,214203,3,-7.14
"9","District of Columbia",0.110244542502132,1e+06,0,3,-42.87
"10","Florida",0.486151694007859,572816,427184,29,2.84
"11","Georgia",0.512490532272551,444228,555772,16,4.99
"12","Hawaii",0.35721698907537,978998,21002,4,-18.5
"13","Idaho",0.60796047803551,64596,935404,4,18.41
"14","Illinois",0.428913724806904,863376,136624,20,-7.29
"15","Indiana",0.559311949660127,233421,766579,11,9.6
"16","Iowa",0.550550216843339,193972,806028,6,3.35
"17","Kansas",0.564783281758072,203218,796782,6,11.64
"18","Kentucky",0.62007112266241,61378,938622,8,15.08
"19","Louisiana",0.594299682600275,115728,884272,8,12.17
"20","Maine",0.508857125707812,439553,560447,3,-2.89
"21","Maine CD-2",0.548060391480219,205946,794054,1,3.51
"22","Maryland",0.368000064975521,966738,33262,10,-12.25
"23","Massachusetts",0.363524608675021,982214,17786,11,-16.04
"24","Michigan",0.473719590708555,628895,371105,16,-0.3
"25","Minnesota",0.48607950038629,584173,415827,10,-0.85
"26","Mississippi",0.587746323107944,180182,819818,6,9.18
"27","Missouri",0.570137754045037,175939,824061,10,9.62
"28","Montana",0.560449798493247,190676,809324,3,9.76
"29","Nebraska",0.568657541189634,152541,847459,4,14.39
"30","Nebraska CD-2",0.526120068685168,347278,652722,1,3.26
"31","Nevada",0.453042520760859,728212,271788,6,0.12
"32","New Hampshire",0.45738782974989,709372,290628,4,-0.21
"33","New Jersey",0.411027252421978,912600,87400,14,-6.18
"34","New Mexico",0.459075384026024,690862,309138,5,-4.14
"35","New York",0.368485283820912,966710,33290,29,-11.53
"36","North Carolina",0.499676519138764,502142,497858,15,3.51
"37","North Dakota",0.578582998497099,84135,915865,3,17.04
"38","Ohio",0.512318062396163,439094,560906,18,4.55
"39","Oklahoma",0.619189223477014,64942,935058,7,19.38
"40","Oregon",0.434291341527711,906743,93257,7,-5.29
"41","Pennsylvania",0.475749998676416,626421,373579,20,0.6
"42","Rhode Island",0.425381759109649,850095,149905,4,-9.39
"43","South Carolina",0.477032014854576,614834,385166,9,8.67
"44","South Dakota",0.626843447164786,49984,950016,3,15.26
"45","Tennessee",0.618897721458314,71117,928883,11,13.93
"46","Texas",0.493870210626058,530266,469734,38,7.2
"47","Utah",0.579972464464923,101051,898949,6,16.94
"48","Vermont",0.383180189702453,945561,54439,3,-15.75
"49","Virginia",0.454760739100944,705952,294048,13,-1.13
"50","Washington",0.439967594477969,824886,175114,12,-7.44
"51","West Virginia",0.676213757669449,4766,995234,5,18.16
"52","Wisconsin",0.465070868515168,690118,309882,10,0.39
"53","Wyoming",0.68420590673654,6109,993891,3,24.64
