"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596357093889206,115627,884373,9,14.53
"2","Alaska",0.527663191701298,345213,654787,3,9
"3","Arizona",0.470485875550787,647991,352009,11,4.2
"4","Arkansas",0.694161161974928,5648,994352,6,15.58
"5","California",0.337037819976168,989442,10558,55,-12.96
"6","Colorado",0.442214635098234,859177,140823,9,-1.26
"7","Connecticut",0.414822575699255,899872,100128,7,-6.95
"8","Delaware",0.443323704083545,787892,212108,3,-7.14
"9","District of Columbia",0.110286045692874,1e+06,0,3,-42.87
"10","Florida",0.485544683466214,576156,423844,29,2.84
"11","Georgia",0.500702201166901,496872,503128,16,4.99
"12","Hawaii",0.357504967970444,980241,19759,4,-18.5
"13","Idaho",0.608239014677316,61706,938294,4,18.41
"14","Illinois",0.428936595868082,867038,132962,20,-7.29
"15","Indiana",0.559350060926668,231200,768800,11,9.6
"16","Iowa",0.550631987660037,189567,810433,6,3.35
"17","Kansas",0.565035421045198,199590,800410,6,11.64
"18","Kentucky",0.61312496233291,74124,925876,8,15.08
"19","Louisiana",0.594458947878342,112536,887464,8,12.17
"20","Maine",0.508738313826225,443694,556306,3,-2.89
"21","Maine CD-2",0.548129986769266,211880,788120,1,3.51
"22","Maryland",0.358081177872044,974525,25475,10,-12.25
"23","Massachusetts",0.363588876096369,983708,16292,11,-16.04
"24","Michigan",0.470136169497616,647703,352297,16,-0.3
"25","Minnesota",0.461321577813876,725784,274216,10,-0.85
"26","Mississippi",0.587616081299129,178609,821391,6,9.18
"27","Missouri",0.55515809043111,229319,770681,10,9.62
"28","Montana",0.560457567304758,187125,812875,3,9.76
"29","Nebraska",0.568737252903654,148725,851275,4,14.39
"30","Nebraska CD-2",0.526184229261415,345610,654390,1,3.26
"31","Nevada",0.462593459922051,680431,319569,6,0.12
"32","New Hampshire",0.46732415083011,658132,341868,4,-0.21
"33","New Jersey",0.410363273606481,905449,94551,14,-6.18
"34","New Mexico",0.458842095062261,693072,306928,5,-4.14
"35","New York",0.368531533539199,968212,31788,29,-11.53
"36","North Carolina",0.498748540809804,506917,493083,15,3.51
"37","North Dakota",0.578561826934385,80017,919983,3,17.04
"38","Ohio",0.505901647226433,470245,529755,18,4.55
"39","Oklahoma",0.619436434140036,62191,937809,7,19.38
"40","Oregon",0.434320883062076,912962,87038,7,-5.29
"41","Pennsylvania",0.476163943379557,625530,374470,20,0.6
"42","Rhode Island",0.425538979521961,852567,147433,4,-9.39
"43","South Carolina",0.476934713235688,614939,385061,9,8.67
"44","South Dakota",0.626980077904411,48230,951770,3,15.26
"45","Tennessee",0.618798880508698,69074,930926,11,13.93
"46","Texas",0.493844163692725,529944,470056,38,7.2
"47","Utah",0.583489780783053,94013,905987,6,16.94
"48","Vermont",0.383095215877666,947573,52427,3,-15.75
"49","Virginia",0.45960524163697,685005,314995,13,-1.13
"50","Washington",0.422241260146945,877184,122816,12,-7.44
"51","West Virginia",0.676246876890888,4121,995879,5,18.16
"52","Wisconsin",0.464857889297004,693122,306878,10,0.39
"53","Wyoming",0.684160967559283,5522,994478,3,24.64
