"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596378716221638,114870,885130,9,14.53
"2","Alaska",0.527784549497835,344914,655086,3,9
"3","Arizona",0.472705389607544,637539,362461,11,4.2
"4","Arkansas",0.694162619990849,5478,994522,6,15.58
"5","California",0.337023150447446,989738,10262,55,-12.96
"6","Colorado",0.442234436859314,859794,140206,9,-1.26
"7","Connecticut",0.414933766831492,900530,99470,7,-6.95
"8","Delaware",0.443223249360119,789782,210218,3,-7.14
"9","District of Columbia",0.110272780905566,1e+06,0,3,-42.87
"10","Florida",0.486410494430277,572211,427789,29,2.84
"11","Georgia",0.509632206985973,455517,544483,16,4.99
"12","Hawaii",0.357302328840729,980733,19267,4,-18.5
"13","Idaho",0.608160880079479,61241,938759,4,18.41
"14","Illinois",0.428974418639255,868046,131954,20,-7.29
"15","Indiana",0.559524546315533,229824,770176,11,9.6
"16","Iowa",0.550645260225979,188393,811607,6,3.35
"17","Kansas",0.564857316957107,199970,800030,6,11.64
"18","Kentucky",0.613011531016212,74162,925838,8,15.08
"19","Louisiana",0.594502859797011,112019,887981,8,12.17
"20","Maine",0.508853789022291,442745,557255,3,-2.89
"21","Maine CD-2",0.548150883035481,210496,789504,1,3.51
"22","Maryland",0.358150380610518,974605,25395,10,-12.25
"23","Massachusetts",0.363424666603694,983967,16033,11,-16.04
"24","Michigan",0.469250626919057,652132,347868,16,-0.3
"25","Minnesota",0.461343911533771,725463,274537,10,-0.85
"26","Mississippi",0.587755324273491,177587,822413,6,9.18
"27","Missouri",0.555014218218274,228932,771068,10,9.62
"28","Montana",0.560416842689881,186331,813669,3,9.76
"29","Nebraska",0.568624149657212,147744,852256,4,14.39
"30","Nebraska CD-2",0.526311186967107,343891,656109,1,3.26
"31","Nevada",0.462503064249035,681193,318807,6,0.12
"32","New Hampshire",0.467243622292418,659227,340773,4,-0.21
"33","New Jersey",0.410174678930967,907485,92515,14,-6.18
"34","New Mexico",0.458840961699139,693916,306084,5,-4.14
"35","New York",0.368407459330336,968696,31304,29,-11.53
"36","North Carolina",0.497945023543952,511562,488438,15,3.51
"37","North Dakota",0.584336488861192,78902,921098,3,17.04
"38","Ohio",0.51095396628277,444597,555403,18,4.55
"39","Oklahoma",0.619019838863604,62493,937507,7,19.38
"40","Oregon",0.43440586626653,914101,85899,7,-5.29
"41","Pennsylvania",0.476053070193017,627598,372402,20,0.6
"42","Rhode Island",0.425426937815374,853497,146503,4,-9.39
"43","South Carolina",0.477034500987594,614376,385624,9,8.67
"44","South Dakota",0.626923010130966,48090,951910,3,15.26
"45","Tennessee",0.618790506845117,68691,931309,11,13.93
"46","Texas",0.493745716246798,530705,469295,38,7.2
"47","Utah",0.58344762275643,93168,906832,6,16.94
"48","Vermont",0.383243145691534,948257,51743,3,-15.75
"49","Virginia",0.459894925135646,684061,315939,13,-1.13
"50","Washington",0.422383510403871,877623,122377,12,-7.44
"51","West Virginia",0.676305192285709,4120,995880,5,18.16
"52","Wisconsin",0.465107103548127,692680,307320,10,0.39
"53","Wyoming",0.684239156152207,5368,994632,3,24.64
