"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.619348224835786,50532,949468,9,14.53
"2","Alaska",0.520804364453999,368248,631752,3,9
"3","Arizona",0.483905784321439,592232,407768,11,4.2
"4","Arkansas",0.666179206671562,10027,989973,6,15.58
"5","California",0.348492946566595,996380,3620,55,-12.96
"6","Colorado",0.439693867169225,933159,66841,9,-1.26
"7","Connecticut",0.414959654740035,932075,67925,7,-6.95
"8","Delaware",0.443225201365015,820192,179808,3,-7.14
"9","District of Columbia",0.110263861946863,1e+06,0,3,-42.87
"10","Florida",0.493098503022223,541227,458773,29,2.84
"11","Georgia",0.497477822026072,512707,487293,16,4.99
"12","Hawaii",0.349409524613531,992629,7371,4,-18.5
"13","Idaho",0.608315749694466,38799,961201,4,18.41
"14","Illinois",0.430991642377086,892386,107614,20,-7.29
"15","Indiana",0.553915277399503,233162,766838,11,9.6
"16","Iowa",0.503322551233965,471441,528559,6,3.35
"17","Kansas",0.55655067516352,209413,790587,6,11.64
"18","Kentucky",0.602085675408672,70974,929026,8,15.08
"19","Louisiana",0.613422100628814,43805,956195,8,12.17
"20","Maine",0.420547280487263,951409,48591,3,-2.89
"21","Maine CD-2",0.502400711284822,480171,519829,1,3.51
"22","Maryland",0.361886379568224,986650,13350,10,-12.25
"23","Massachusetts",0.350293098200682,997735,2265,11,-16.04
"24","Michigan",0.468808125357696,670153,329847,16,-0.3
"25","Minnesota",0.461250470636274,762556,237444,10,-0.85
"26","Mississippi",0.580806786299309,171067,828933,6,9.18
"27","Missouri",0.540474038245829,266336,733664,10,9.62
"28","Montana",0.539472607402602,253577,746423,3,9.76
"29","Nebraska",0.568786738109524,110934,889066,4,14.39
"30","Nebraska CD-2",0.481314555252815,626777,373223,1,3.26
"31","Nevada",0.469178515163119,674643,325357,6,0.12
"32","New Hampshire",0.452417038557397,755428,244572,4,-0.21
"33","New Jersey",0.408188156020475,951246,48754,14,-6.18
"34","New Mexico",0.444714502392697,778631,221369,5,-4.14
"35","New York",0.3583203058422,984719,15281,29,-11.53
"36","North Carolina",0.492791558515234,546002,453998,15,3.51
"37","North Dakota",0.584727089194856,42756,957244,3,17.04
"38","Ohio",0.508814128140295,450699,549301,18,4.55
"39","Oklahoma",0.613880856966575,43739,956261,7,19.38
"40","Oregon",0.427103373323626,993940,6060,7,-5.29
"41","Pennsylvania",0.472147450092436,664508,335492,20,0.6
"42","Rhode Island",0.425474051399536,884551,115449,4,-9.39
"43","South Carolina",0.527513363086585,347475,652525,9,8.67
"44","South Dakota",0.601657993577827,76438,923562,3,15.26
"45","Tennessee",0.618948041281305,50288,949712,11,13.93
"46","Texas",0.502102521534337,488309,511691,38,7.2
"47","Utah",0.570828301907718,87981,912019,6,16.94
"48","Vermont",0.383255642228111,967710,32290,3,-15.75
"49","Virginia",0.449690073917416,753256,246744,13,-1.13
"50","Washington",0.406207448211017,957484,42516,12,-7.44
"51","West Virginia",0.638466683088585,12784,987216,5,18.16
"52","Wisconsin",0.466795222581197,707848,292152,10,0.39
"53","Wyoming",0.684306535030662,2006,997994,3,24.64
