"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596233182991591,114942,885058,9,14.53
"2","Alaska",0.527733417945988,345018,654982,3,9
"3","Arizona",0.472601681048435,638483,361517,11,4.2
"4","Arkansas",0.694206397201549,5429,994571,6,15.58
"5","California",0.337063257733113,989891,10109,55,-12.96
"6","Colorado",0.442229112658547,860806,139194,9,-1.26
"7","Connecticut",0.414769795443624,901073,98927,7,-6.95
"8","Delaware",0.443284058897235,789444,210556,3,-7.14
"9","District of Columbia",0.110248162453865,1e+06,0,3,-42.87
"10","Florida",0.486584057483357,571188,428812,29,2.84
"11","Georgia",0.509891147483236,454411,545589,16,4.99
"12","Hawaii",0.357338738297254,980728,19272,4,-18.5
"13","Idaho",0.608406678389145,60452,939548,4,18.41
"14","Illinois",0.428998309583597,868425,131575,20,-7.29
"15","Indiana",0.559499444712474,230120,769880,11,9.6
"16","Iowa",0.532816805233298,293606,706394,6,3.35
"17","Kansas",0.549282253325263,266285,733715,6,11.64
"18","Kentucky",0.620116715026385,60698,939302,8,15.08
"19","Louisiana",0.594453967426955,111464,888536,8,12.17
"20","Maine",0.508746797760012,443881,556119,3,-2.89
"21","Maine CD-2",0.548110165455814,210398,789602,1,3.51
"22","Maryland",0.358090320698547,975169,24831,10,-12.25
"23","Massachusetts",0.363594246451271,983907,16093,11,-16.04
"24","Michigan",0.469146806063823,652905,347095,16,-0.3
"25","Minnesota",0.461438064991253,725344,274656,10,-0.85
"26","Mississippi",0.587647528607772,177364,822636,6,9.18
"27","Missouri",0.555074948442361,228897,771103,10,9.62
"28","Montana",0.551429291376628,233398,766602,3,9.76
"29","Nebraska",0.568768927856236,147094,852906,4,14.39
"30","Nebraska CD-2",0.506414077956669,463621,536379,1,3.26
"31","Nevada",0.462684843765365,680353,319647,6,0.12
"32","New Hampshire",0.467131363157574,659512,340488,4,-0.21
"33","New Jersey",0.410072369063212,907932,92068,14,-6.18
"34","New Mexico",0.458909634243499,694081,305919,5,-4.14
"35","New York",0.368521527260254,968669,31331,29,-11.53
"36","North Carolina",0.49791122084105,511987,488013,15,3.51
"37","North Dakota",0.584385055321984,78880,921120,3,17.04
"38","Ohio",0.511086847038863,443910,556090,18,4.55
"39","Oklahoma",0.619244500798857,62296,937704,7,19.38
"40","Oregon",0.434322586360768,915124,84876,7,-5.29
"41","Pennsylvania",0.476161049328155,626445,373555,20,0.6
"42","Rhode Island",0.425490815394284,854267,145733,4,-9.39
"43","South Carolina",0.476937773087866,615669,384331,9,8.67
"44","South Dakota",0.626959545791603,47724,952276,3,15.26
"45","Tennessee",0.618775977379496,67950,932050,11,13.93
"46","Texas",0.493685485265226,531389,468611,38,7.2
"47","Utah",0.583508012173034,92834,907166,6,16.94
"48","Vermont",0.383141381524138,948536,51464,3,-15.75
"49","Virginia",0.459655338202409,685306,314694,13,-1.13
"50","Washington",0.422425032053315,878046,121954,12,-7.44
"51","West Virginia",0.676171200121928,4045,995955,5,18.16
"52","Wisconsin",0.464975862873844,693637,306363,10,0.39
"53","Wyoming",0.684187624922574,5391,994609,3,24.64
