"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",1
"45",0
"46",0
"47",1
"48",1
"49",2
"50",1
"51",2
"52",2
"53",1
"54",2
"55",2
"56",4
"57",1
"58",6
"59",5
"60",4
"61",7
"62",12
"63",12
"64",10
"65",10
"66",12
"67",10
"68",15
"69",10
"70",16
"71",22
"72",26
"73",33
"74",40
"75",31
"76",37
"77",45
"78",47
"79",56
"80",65
"81",80
"82",77
"83",85
"84",89
"85",112
"86",130
"87",134
"88",122
"89",165
"90",149
"91",181
"92",183
"93",216
"94",234
"95",264
"96",264
"97",264
"98",339
"99",353
"100",365
"101",408
"102",394
"103",425
"104",472
"105",511
"106",562
"107",537
"108",584
"109",641
"110",718
"111",720
"112",808
"113",796
"114",880
"115",928
"116",1016
"117",1061
"118",1070
"119",1228
"120",1253
"121",1252
"122",1333
"123",1385
"124",1475
"125",1485
"126",1601
"127",1704
"128",1799
"129",1782
"130",1839
"131",1996
"132",2032
"133",2187
"134",2182
"135",2351
"136",2375
"137",2554
"138",2655
"139",2674
"140",2790
"141",2887
"142",2988
"143",3142
"144",3120
"145",3355
"146",3314
"147",3454
"148",3498
"149",3685
"150",3738
"151",3889
"152",4075
"153",4186
"154",4213
"155",4257
"156",4474
"157",4582
"158",4657
"159",4670
"160",4786
"161",5064
"162",5216
"163",5317
"164",5252
"165",5443
"166",5481
"167",5616
"168",5821
"169",5906
"170",5930
"171",6040
"172",6104
"173",6324
"174",6352
"175",6438
"176",6635
"177",6749
"178",6622
"179",6947
"180",6826
"181",7115
"182",7378
"183",7176
"184",7224
"185",7272
"186",7381
"187",7700
"188",7680
"189",7704
"190",7724
"191",7720
"192",7825
"193",7935
"194",8035
"195",7980
"196",8215
"197",8189
"198",8054
"199",8014
"200",8323
"201",8336
"202",8421
"203",8362
"204",8372
"205",8261
