"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",1
"44",1
"45",0
"46",2
"47",0
"48",0
"49",0
"50",0
"51",0
"52",0
"53",1
"54",4
"55",3
"56",2
"57",2
"58",2
"59",2
"60",7
"61",3
"62",4
"63",6
"64",4
"65",6
"66",7
"67",9
"68",8
"69",8
"70",13
"71",24
"72",18
"73",30
"74",25
"75",29
"76",29
"77",38
"78",38
"79",39
"80",55
"81",53
"82",64
"83",88
"84",80
"85",100
"86",99
"87",132
"88",127
"89",142
"90",170
"91",182
"92",202
"93",211
"94",193
"95",263
"96",261
"97",295
"98",336
"99",359
"100",393
"101",405
"102",447
"103",495
"104",543
"105",550
"106",599
"107",639
"108",685
"109",729
"110",794
"111",856
"112",894
"113",953
"114",1036
"115",1034
"116",1135
"117",1176
"118",1278
"119",1283
"120",1381
"121",1496
"122",1564
"123",1639
"124",1707
"125",1828
"126",1892
"127",1930
"128",2052
"129",2133
"130",2257
"131",2296
"132",2506
"133",2474
"134",2642
"135",2804
"136",2761
"137",2908
"138",3027
"139",3143
"140",3243
"141",3396
"142",3452
"143",3595
"144",3554
"145",3819
"146",3877
"147",4114
"148",4070
"149",4292
"150",4356
"151",4491
"152",4645
"153",4909
"154",4830
"155",5072
"156",5204
"157",5404
"158",5383
"159",5674
"160",5628
"161",5803
"162",5828
"163",5881
"164",6210
"165",6236
"166",6423
"167",6471
"168",6708
"169",6547
"170",6968
"171",6944
"172",7086
"173",7292
"174",7276
"175",7357
"176",7432
"177",7637
"178",7465
"179",7625
"180",7824
"181",7832
"182",7956
"183",8266
"184",7995
"185",8262
"186",8321
"187",8379
"188",8329
"189",8542
"190",8558
"191",8510
"192",8514
"193",8649
"194",8523
"195",8729
"196",8742
"197",8833
"198",8789
"199",8821
"200",8784
"201",8946
"202",8870
"203",8801
"204",8746
"205",8970
