"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",1
"48",0
"49",0
"50",1
"51",0
"52",2
"53",2
"54",1
"55",1
"56",2
"57",3
"58",2
"59",2
"60",3
"61",2
"62",4
"63",10
"64",3
"65",4
"66",10
"67",11
"68",9
"69",15
"70",19
"71",20
"72",23
"73",27
"74",26
"75",26
"76",39
"77",46
"78",46
"79",57
"80",52
"81",78
"82",77
"83",94
"84",107
"85",93
"86",126
"87",121
"88",140
"89",148
"90",169
"91",178
"92",189
"93",227
"94",247
"95",300
"96",288
"97",302
"98",360
"99",387
"100",364
"101",441
"102",472
"103",500
"104",558
"105",621
"106",622
"107",724
"108",688
"109",789
"110",763
"111",877
"112",931
"113",989
"114",1117
"115",1068
"116",1206
"117",1205
"118",1274
"119",1392
"120",1468
"121",1409
"122",1590
"123",1718
"124",1680
"125",1841
"126",1960
"127",2127
"128",2025
"129",2276
"130",2359
"131",2374
"132",2585
"133",2643
"134",2659
"135",2756
"136",2869
"137",3031
"138",3079
"139",3152
"140",3402
"141",3424
"142",3574
"143",3631
"144",3740
"145",3871
"146",3901
"147",4099
"148",4353
"149",4391
"150",4509
"151",4630
"152",4612
"153",4879
"154",5016
"155",4949
"156",5255
"157",5346
"158",5464
"159",5543
"160",5775
"161",5828
"162",6016
"163",5905
"164",6064
"165",6243
"166",6450
"167",6551
"168",6430
"169",6655
"170",6895
"171",7030
"172",6834
"173",7398
"174",7287
"175",7277
"176",7397
"177",7433
"178",7573
"179",7714
"180",7747
"181",7701
"182",7921
"183",8071
"184",8010
"185",8245
"186",8298
"187",8180
"188",8323
"189",8402
"190",8333
"191",8578
"192",8624
"193",8460
"194",8625
"195",8642
"196",8689
"197",8776
"198",8765
"199",8578
"200",8788
"201",8731
"202",8796
"203",8626
"204",8825
"205",8787
