"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596297241430137,112636,887364,9,14.53
"2","Alaska",0.51971080195646,391808,608192,3,9
"3","Arizona",0.474628820672962,629910,370090,11,4.2
"4","Arkansas",0.694153745732681,5160,994840,6,15.58
"5","California",0.351881200400963,985134,14866,55,-12.96
"6","Colorado",0.442203981308146,865599,134401,9,-1.26
"7","Connecticut",0.4148725695666,904125,95875,7,-6.95
"8","Delaware",0.443286426613163,792009,207991,3,-7.14
"9","District of Columbia",0.110261037330365,1e+06,0,3,-42.87
"10","Florida",0.486613596842857,571478,428522,29,2.84
"11","Georgia",0.498698029318246,506476,493524,16,4.99
"12","Hawaii",0.357308025476889,981996,18004,4,-18.5
"13","Idaho",0.608086720438365,59084,940916,4,18.41
"14","Illinois",0.42902460801826,871570,128430,20,-7.29
"15","Indiana",0.559478441472408,228164,771836,11,9.6
"16","Iowa",0.550745660322471,188914,811086,6,3.35
"17","Kansas",0.564945164804438,205103,794897,6,11.64
"18","Kentucky",0.606424990811459,82714,917286,8,15.08
"19","Louisiana",0.594487663942051,109076,890924,8,12.17
"20","Maine",0.420619985253518,911866,88134,3,-2.89
"21","Maine CD-2",0.500323719764202,497915,502085,1,3.51
"22","Maryland",0.358282447705575,976384,23616,10,-12.25
"23","Massachusetts",0.363577704791636,985413,14587,11,-16.04
"24","Michigan",0.467724422584714,660910,339090,16,-0.3
"25","Minnesota",0.461259972491621,729114,270886,10,-0.85
"26","Mississippi",0.587841801598175,174847,825153,6,9.18
"27","Missouri",0.551711721019265,238461,761539,10,9.62
"28","Montana",0.551363688307004,231216,768784,3,9.76
"29","Nebraska",0.568626925283239,144571,855429,4,14.39
"30","Nebraska CD-2",0.506373694848595,463148,536852,1,3.26
"31","Nevada",0.46308259686693,685937,314063,6,0.12
"32","New Hampshire",0.462872038760321,685042,314958,4,-0.21
"33","New Jersey",0.410045332209184,910238,89762,14,-6.18
"34","New Mexico",0.458904409722735,695713,304287,5,-4.14
"35","New York",0.368480613074536,970434,29566,29,-11.53
"36","North Carolina",0.498229407680667,509673,490327,15,3.51
"37","North Dakota",0.584413731140924,75566,924434,3,17.04
"38","Ohio",0.503281381947545,483567,516433,18,4.55
"39","Oklahoma",0.619061309312477,60475,939525,7,19.38
"40","Oregon",0.434382744286134,919851,80149,7,-5.29
"41","Pennsylvania",0.47618338494857,627282,372718,20,0.6
"42","Rhode Island",0.4254596923828,856072,143928,4,-9.39
"43","South Carolina",0.506934169493669,464425,535575,9,8.67
"44","South Dakota",0.626943409775741,46181,953819,3,15.26
"45","Tennessee",0.618807396289672,66382,933618,11,13.93
"46","Texas",0.509614501947782,451609,548391,38,7.2
"47","Utah",0.58351845686979,90044,909956,6,16.94
"48","Vermont",0.383375534058565,950232,49768,3,-15.75
"49","Virginia",0.459697534943193,686111,313889,13,-1.13
"50","Washington",0.422051136107049,882148,117852,12,-7.44
"51","West Virginia",0.67622467063214,3677,996323,5,18.16
"52","Wisconsin",0.464838515656986,696257,303743,10,0.39
"53","Wyoming",0.684120537852339,4965,995035,3,24.64
