"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",2
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",2
"48",1
"49",0
"50",0
"51",1
"52",3
"53",0
"54",2
"55",0
"56",2
"57",4
"58",1
"59",0
"60",6
"61",5
"62",3
"63",5
"64",4
"65",7
"66",9
"67",10
"68",10
"69",12
"70",3
"71",13
"72",17
"73",16
"74",23
"75",28
"76",22
"77",22
"78",31
"79",38
"80",35
"81",49
"82",63
"83",58
"84",74
"85",85
"86",102
"87",93
"88",106
"89",110
"90",122
"91",137
"92",155
"93",155
"94",172
"95",190
"96",197
"97",237
"98",246
"99",260
"100",296
"101",288
"102",301
"103",350
"104",399
"105",417
"106",465
"107",454
"108",478
"109",536
"110",554
"111",611
"112",613
"113",658
"114",741
"115",762
"116",809
"117",850
"118",886
"119",1036
"120",994
"121",1090
"122",1124
"123",1210
"124",1262
"125",1331
"126",1458
"127",1437
"128",1519
"129",1582
"130",1688
"131",1712
"132",1814
"133",1918
"134",2011
"135",2011
"136",2129
"137",2164
"138",2360
"139",2342
"140",2554
"141",2708
"142",2618
"143",2808
"144",2842
"145",2943
"146",3071
"147",3195
"148",3401
"149",3319
"150",3532
"151",3379
"152",3676
"153",3806
"154",3945
"155",4006
"156",4150
"157",4241
"158",4341
"159",4522
"160",4515
"161",4564
"162",4802
"163",4805
"164",4930
"165",5053
"166",5176
"167",5292
"168",5391
"169",5699
"170",5673
"171",5629
"172",5834
"173",5893
"174",6035
"175",6144
"176",6076
"177",6336
"178",6507
"179",6513
"180",6615
"181",6697
"182",6824
"183",6887
"184",7085
"185",7071
"186",6995
"187",7029
"188",7250
"189",7230
"190",7474
"191",7375
"192",7508
"193",7586
"194",7557
"195",7719
"196",7798
"197",7959
"198",7883
"199",8056
"200",8108
"201",8065
"202",8044
"203",8201
"204",8098
"205",8122
"206",8033
