"","StateName","StateMean","Variance","ElectoralVotes","BPI"
"1","Alabama",0.596315135680211,0.00581343291254835,9,14.53
"2","Alaska",0.519681178537432,0.00458786426487969,3,9
"3","Arizona",0.477681412847568,0.0052950097725108,11,4.2
"4","Arkansas",0.694233082638575,0.00523243291254835,6,15.58
"5","California",0.353464351906027,0.00283439973670823,55,-12.96
"6","Colorado",0.442194962696204,0.00239560845854231,9,-1.26
"7","Connecticut",0.41484746012372,0.00395743291254835,7,-6.95
"8","Delaware",0.443293312927267,0.00452743291254835,3,-7.14
"9","District of Columbia",0.110265808256422,0.00446743291254835,3,-42.87
"10","Florida",0.485530359621027,0.00509153707182357,29,2.84
"11","Georgia",0.496956424397834,0.00528273952613935,16,4.99
"12","Hawaii",0.357336416797018,0.00415243291254835,4,-18.5
"13","Idaho",0.608204342235883,0.00446735883847428,4,18.41
"14","Illinois",0.430940468446936,0.0038158350234755,20,-7.29
"15","Indiana",0.559470019741098,0.00606967803929339,11,9.6
"16","Iowa",0.512582088432971,0.00290412595891784,6,3.35
"17","Kansas",0.549905455899585,0.00564905602542898,6,11.64
"18","Kentucky",0.606458183173536,0.00556461801671123,8,15.08
"19","Louisiana",0.594479414421829,0.00467259957921501,8,12.17
"20","Maine",0.417778052649698,0.00303599316474913,3,-2.89
"21","Maine CD-2",0.506833905299293,0.00315449946626951,1,3.51
"22","Maryland",0.358200473394214,0.0036252497858328,10,-12.25
"23","Massachusetts",0.36353212224736,0.00362044147800823,11,-16.04
"24","Michigan",0.490324863747985,0.00584477135610674,16,-0.3
"25","Minnesota",0.46287630426222,0.00367057576437334,10,-0.85
"26","Mississippi",0.58776724011557,0.00682993291254835,6,9.18
"27","Missouri",0.545006407544649,0.00494342461557708,10,9.62
"28","Montana",0.544694115545167,0.0043352174760439,3,9.76
"29","Nebraska",0.568729842701308,0.00386743291254835,4,14.39
"30","Nebraska CD-2",0.493144183709416,0.00417097867348488,1,3.26
"31","Nevada",0.469170977126145,0.00510568760909883,6,0.12
"32","New Hampshire",0.453842863314334,0.00546767031410565,4,-0.21
"33","New Jersey",0.410050923250672,0.00400550491254835,14,-6.18
"34","New Mexico",0.458839399500891,0.00554000923317698,5,-4.14
"35","New York",0.358434531009111,0.00500267100778645,29,-11.53
"36","North Carolina",0.49775750231265,0.00453975174269536,15,3.51
"37","North Dakota",0.584703577501825,0.00311900091254835,3,17.04
"38","Ohio",0.499069448608988,0.00573280095068266,18,4.55
"39","Oklahoma",0.619152002517565,0.00558151159533583,7,19.38
"40","Oregon",0.427093478020874,0.00154621543937068,7,-5.29
"41","Pennsylvania",0.47445387984671,0.00503226105569258,20,0.6
"42","Rhode Island",0.425445186312509,0.00458743291254835,4,-9.39
"43","South Carolina",0.517798060819763,0.00556502861941824,9,8.67
"44","South Dakota",0.626961442663037,0.00535243291254835,3,15.26
"45","Tennessee",0.618844571640094,0.00590743291254835,11,13.93
"46","Texas",0.510944153076711,0.00587145427977919,38,7.2
"47","Utah",0.574214256087949,0.00366227681264789,6,16.94
"48","Vermont",0.383256709140165,0.00470607539824144,3,-15.75
"49","Virginia",0.459721948612249,0.00654533369346808,13,-1.13
"50","Washington",0.422060045450661,0.0040119401711138,12,-7.44
"51","West Virginia",0.676239900812176,0.00398743291254835,5,18.16
"52","Wisconsin",0.466435399151927,0.00436868658563863,10,0.39
"53","Wyoming",0.684224795307416,0.00478243291254835,3,24.64
