"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",1
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",0
"48",1
"49",3
"50",0
"51",3
"52",0
"53",1
"54",4
"55",3
"56",0
"57",4
"58",6
"59",2
"60",4
"61",5
"62",10
"63",14
"64",15
"65",15
"66",12
"67",6
"68",17
"69",15
"70",25
"71",26
"72",30
"73",30
"74",27
"75",33
"76",41
"77",40
"78",52
"79",55
"80",78
"81",67
"82",82
"83",87
"84",80
"85",107
"86",124
"87",106
"88",146
"89",159
"90",140
"91",168
"92",186
"93",206
"94",244
"95",243
"96",243
"97",287
"98",274
"99",367
"100",377
"101",386
"102",413
"103",404
"104",493
"105",489
"106",554
"107",579
"108",630
"109",627
"110",726
"111",734
"112",732
"113",773
"114",886
"115",965
"116",992
"117",1015
"118",1092
"119",1126
"120",1181
"121",1243
"122",1306
"123",1464
"124",1440
"125",1519
"126",1529
"127",1621
"128",1745
"129",1779
"130",1967
"131",1987
"132",2046
"133",2190
"134",2182
"135",2384
"136",2431
"137",2392
"138",2504
"139",2647
"140",2680
"141",2817
"142",2978
"143",3042
"144",3140
"145",3287
"146",3344
"147",3401
"148",3607
"149",3687
"150",3781
"151",3937
"152",3966
"153",4155
"154",4189
"155",4356
"156",4442
"157",4523
"158",4589
"159",4819
"160",4928
"161",4981
"162",5050
"163",5196
"164",5301
"165",5465
"166",5573
"167",5546
"168",5805
"169",5857
"170",6108
"171",5953
"172",6304
"173",6298
"174",6308
"175",6344
"176",6462
"177",6797
"178",6750
"179",6862
"180",6963
"181",7261
"182",6916
"183",7254
"184",7342
"185",7439
"186",7617
"187",7445
"188",7582
"189",7712
"190",7772
"191",7710
"192",8096
"193",7867
"194",7827
"195",8140
"196",7880
"197",8059
"198",8108
"199",8149
"200",8234
"201",8300
"202",8265
"203",8336
"204",8275
"205",8337
"206",8406
