"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.596255503634841,99837,900163,9,14.53
"2","Alaska",0.52090510362452,373113,626887,3,9
"3","Arizona",0.481172582305827,604099,395901,11,4.2
"4","Arkansas",0.69423595156276,3075,996925,6,15.58
"5","California",0.354128808940408,991568,8432,55,-12.96
"6","Colorado",0.439744008134661,912072,87928,9,-1.26
"7","Connecticut",0.414825704625811,922549,77451,7,-6.95
"8","Delaware",0.443506055001568,808501,191499,3,-7.14
"9","District of Columbia",0.110326766585133,1e+06,0,3,-42.87
"10","Florida",0.490793244098868,552661,447339,29,2.84
"11","Georgia",0.496554851715166,517374,482626,16,4.99
"12","Hawaii",0.349420423694416,990262,9738,4,-18.5
"13","Idaho",0.608223870044921,45831,954169,4,18.41
"14","Illinois",0.431000461078212,879289,120711,20,-7.29
"15","Indiana",0.553811038910526,240157,759843,11,9.6
"16","Iowa",0.504970101099058,460688,539312,6,3.35
"17","Kansas",0.549919254263624,246555,753445,6,11.64
"18","Kentucky",0.606420394127833,71169,928831,8,15.08
"19","Louisiana",0.615841698156643,49261,950739,8,12.17
"20","Maine",0.420433368126285,939676,60324,3,-2.89
"21","Maine CD-2",0.502359390377794,481737,518263,1,3.51
"22","Maryland",0.358207333834572,984786,15214,10,-12.25
"23","Massachusetts",0.363505827635247,991496,8504,11,-16.04
"24","Michigan",0.468145565564371,668042,331958,16,-0.3
"25","Minnesota",0.468677536518255,707316,292684,10,-0.85
"26","Mississippi",0.587672498522567,161690,838310,6,9.18
"27","Missouri",0.540535575734824,274258,725742,10,9.62
"28","Montana",0.547222775811081,225827,774173,3,9.76
"29","Nebraska",0.568701193912565,123419,876581,4,14.39
"30","Nebraska CD-2",0.481130532392555,621558,378442,1,3.26
"31","Nevada",0.470916270169023,659676,340324,6,0.12
"32","New Hampshire",0.452195522176694,748904,251096,4,-0.21
"33","New Jersey",0.408131215883164,941640,58360,14,-6.18
"34","New Mexico",0.449215903471449,751397,248603,5,-4.14
"35","New York",0.358362819034331,981114,18886,29,-11.53
"36","North Carolina",0.493086638341756,542146,457854,15,3.51
"37","North Dakota",0.584710242954812,54054,945946,3,17.04
"38","Ohio",0.504647932742977,474279,525721,18,4.55
"39","Oklahoma",0.619108957258138,49662,950338,7,19.38
"40","Oregon",0.427141038398348,982538,17462,7,-5.29
"41","Pennsylvania",0.472582967881181,655918,344082,20,0.6
"42","Rhode Island",0.425375955499695,874486,125514,4,-9.39
"43","South Carolina",0.525981262779116,359747,640253,9,8.67
"44","South Dakota",0.626922328090641,36376,963624,3,15.26
"45","Tennessee",0.618809376549336,55898,944102,11,13.93
"46","Texas",0.508032966526176,456670,543330,38,7.2
"47","Utah",0.574201478785276,99877,900123,6,16.94
"48","Vermont",0.383270690599395,961459,38541,3,-15.75
"49","Virginia",0.452052948651116,736230,263770,13,-1.13
"50","Washington",0.406053223636772,948419,51581,12,-7.44
"51","West Virginia",0.638309282520007,16293,983707,5,18.16
"52","Wisconsin",0.477090034081864,640991,359009,10,0.39
"53","Wyoming",0.684188804309422,2850,997150,3,24.64
