"","V1"
"1",0
"2",0
"3",0
"4",0
"5",0
"6",0
"7",0
"8",0
"9",0
"10",0
"11",0
"12",0
"13",0
"14",0
"15",0
"16",0
"17",0
"18",0
"19",0
"20",0
"21",0
"22",0
"23",0
"24",0
"25",0
"26",0
"27",0
"28",0
"29",0
"30",0
"31",0
"32",0
"33",0
"34",0
"35",0
"36",0
"37",0
"38",0
"39",0
"40",0
"41",0
"42",0
"43",0
"44",0
"45",0
"46",0
"47",1
"48",0
"49",0
"50",0
"51",0
"52",1
"53",1
"54",5
"55",1
"56",4
"57",3
"58",1
"59",6
"60",5
"61",7
"62",4
"63",10
"64",6
"65",11
"66",5
"67",23
"68",17
"69",9
"70",15
"71",16
"72",11
"73",16
"74",36
"75",26
"76",33
"77",39
"78",37
"79",44
"80",45
"81",50
"82",56
"83",71
"84",64
"85",89
"86",77
"87",107
"88",110
"89",121
"90",121
"91",152
"92",177
"93",179
"94",191
"95",224
"96",229
"97",228
"98",318
"99",280
"100",293
"101",324
"102",355
"103",393
"104",406
"105",459
"106",424
"107",502
"108",537
"109",589
"110",593
"111",642
"112",687
"113",749
"114",715
"115",814
"116",878
"117",934
"118",982
"119",1037
"120",1130
"121",1169
"122",1175
"123",1218
"124",1361
"125",1367
"126",1506
"127",1569
"128",1549
"129",1669
"130",1689
"131",1848
"132",1897
"133",1878
"134",2070
"135",2150
"136",2224
"137",2279
"138",2551
"139",2374
"140",2511
"141",2672
"142",2848
"143",2879
"144",2995
"145",3040
"146",3095
"147",3338
"148",3429
"149",3393
"150",3662
"151",3828
"152",3795
"153",3815
"154",4036
"155",4145
"156",4338
"157",4320
"158",4556
"159",4602
"160",4611
"161",4746
"162",4872
"163",5087
"164",5188
"165",5143
"166",5387
"167",5460
"168",5401
"169",5627
"170",5775
"171",5890
"172",5862
"173",6030
"174",6091
"175",6276
"176",6362
"177",6350
"178",6614
"179",6632
"180",6808
"181",6821
"182",7005
"183",6925
"184",7037
"185",7040
"186",7247
"187",7404
"188",7320
"189",7363
"190",7469
"191",7567
"192",7616
"193",7703
"194",7735
"195",7840
"196",7790
"197",7794
"198",7923
"199",8108
"200",8072
"201",8076
"202",8060
"203",8151
"204",8198
"205",8165
"206",8246
