"","State","Mean","BidenWins","TrumpWins","ElectoralVotes","BPI"
"1","Alabama",0.619262605677145,48287,951713,9,14.53
"2","Alaska",0.526550198569979,329611,670389,3,9
"3","Arizona",0.48595710364867,582821,417179,11,4.2
"4","Arkansas",0.666097781257439,9037,990963,6,15.58
"5","California",0.338079967087603,999064,936,55,-12.96
"6","Colorado",0.439705996578869,943778,56222,9,-1.26
"7","Connecticut",0.414872027929252,937516,62484,7,-6.95
"8","Delaware",0.443334589631452,825293,174707,3,-7.14
"9","District of Columbia",0.110239461922557,1e+06,0,3,-42.87
"10","Florida",0.484939380451261,591350,408650,29,2.84
"11","Georgia",0.495983033338334,521425,478575,16,4.99
"12","Hawaii",0.349384480300815,993918,6082,4,-18.5
"13","Idaho",0.608261598616075,35381,964619,4,18.41
"14","Illinois",0.43098841116924,898602,101398,20,-7.29
"15","Indiana",0.553750950363883,229359,770641,11,9.6
"16","Iowa",0.505506021048824,451381,548619,6,3.35
"17","Kansas",0.556306871317179,206431,793569,6,11.64
"18","Kentucky",0.602047761861233,67836,932164,8,15.08
"19","Louisiana",0.613562264848968,40071,959929,8,12.17
"20","Maine",0.421349468821443,958023,41977,3,-2.89
"21","Maine CD-2",0.499116647303451,507636,492364,1,3.51
"22","Maryland",0.361865533639901,988706,11294,10,-12.25
"23","Massachusetts",0.350261009960157,998385,1615,11,-16.04
"24","Michigan",0.468454752704334,675045,324955,16,-0.3
"25","Minnesota",0.464337459865636,751795,248205,10,-0.85
"26","Mississippi",0.581057575399694,167295,832705,6,9.18
"27","Missouri",0.538902781535249,270435,729565,10,9.62
"28","Montana",0.53901615003007,250033,749967,3,9.76
"29","Nebraska",0.568661471247272,105252,894748,4,14.39
"30","Nebraska CD-2",0.484857910945764,606596,393404,1,3.26
"31","Nevada",0.47106435293325,668212,331788,6,0.12
"32","New Hampshire",0.449679223558547,771912,228088,4,-0.21
"33","New Jersey",0.403652071171976,964420,35580,14,-6.18
"34","New Mexico",0.444899334772925,782344,217656,5,-4.14
"35","New York",0.358180665815549,986450,13550,29,-11.53
"36","North Carolina",0.492253504318168,550626,449374,15,3.51
"37","North Dakota",0.584730806027182,37278,962722,3,17.04
"38","Ohio",0.503966534185763,477112,522888,18,4.55
"39","Oklahoma",0.613843566868357,40649,959351,7,19.38
"40","Oregon",0.427097530649652,997570,2430,7,-5.29
"41","Pennsylvania",0.472550700305118,664858,335142,20,0.6
"42","Rhode Island",0.425418875592302,889287,110713,4,-9.39
"43","South Carolina",0.527619239408118,344211,655789,9,8.67
"44","South Dakota",0.601738882668843,72911,927089,3,15.26
"45","Tennessee",0.618812316096077,47287,952713,11,13.93
"46","Texas",0.505629600540251,467775,532225,38,7.2
"47","Utah",0.565215990244812,98383,901617,6,16.94
"48","Vermont",0.373715320557752,980610,19390,3,-15.75
"49","Virginia",0.448552205308682,761895,238105,13,-1.13
"50","Washington",0.406083710897062,962212,37788,12,-7.44
"51","West Virginia",0.638431515644177,11203,988797,5,18.16
"52","Wisconsin",0.472030541902145,681726,318274,10,0.39
"53","Wyoming",0.684281189498039,1668,998332,3,24.64
